	data_id	Video ID	Title	Channel ID	Author	Description	Length	Length (Seconds)	Published	Language	Audio Language	Views	Likes	Dislikes	Like Ratio	Comments	Source	Kids	Embeddable	Licensed Content	Dimension	Definition	Caption	Projection	License	Privacy Status	Content Rating	Region Restriction Count	Region Restriction	Livestream	Location Name	Location	Recording Date	Tag Count	Tags	Localization Count	Localizations
10		2EvDsbrS9Dg	DIY Budget Ecosystem Pond - Solo Build in 5 Days by Hand (1 Year Later)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Last year I remade the pond at my parent's house in place of a different DIY Budget Ecosystem Pond. Over the course of five days, I built it by hand using DIY techniques and materials. For example, I made the filter from a trash can. Since then it’s become what can only be described as a thriving ecosystem both inside and out, full of creatures that moved in on their own accord.

Original Build Video
https://youtu.be/P3d7DeNmiko

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#pond #ecosystem #serpadesign"	9m 5s	545	2024-06-08T12:00:12Z		en	297,250	14,639			319	Playlist: Uploads from SerpaDesign (added 2024-06-08)		true	true	2d	hd	false	rectangular	youtube	public								11	pond, ecosystem, water garden, diy, do it yourself, budget, diy pond, ecosystem pond, natural pond, waterfall, waterfalls	0	
11		uVaFybMJf4k	Reunited with My Favorite Fish After 2 Years	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"While I've been making the 180 gallon aquarium, this moment has been in the back of my mind the entire time. I've been patiently awaiting the day that Maxwell would swim into new waters. Although I made the tank for all my fish, it was built largely with him in mind. In fact, my plans were much different when I still had the silver dollars, but after they passed, this project morphed into what it has become. That said, it still has to grow and my long-term vision is not yet fully realized, but I like how it’s progressed. What do you think?

🐟 Turbo Start 700 provided with a paid promotion by Fritz Aquatics
https://fritzaquatics.com/
🌿 Plants provided by BucePlant (https://buceplant.com/)
Use code ""SERPA"" for 10% off ALL plants and hardscape till 6/8/24 at midnight PST; non-affiliate link.
💧 Aquarium provided by Custom Aquariums (https://www.customaquariums.com/)

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquarium #fishtank #serpadesign"	11m 1s	661	2024-06-01T12:00:01Z		en	314,976	15,231			305	Playlist: Uploads from SerpaDesign (added 2024-06-01)		true	true	2d	hd	false	rectangular	youtube	public								11	aquarium, aquascape, fish tank, paludarium, ecosystem, jungle, freshwater, nature art, nature design, planted tank, low tech	0	
12		GBY4toeKYlA	I Aquascaped On Stage and Gave It Away	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I was scheduled to do a talk at the event for months, but I wasn’t sure what the topic would be. I assumed it would be a demo on scaping until I came up with this idea a few days before. In the end, it was a really cool way to share my knowledge while also doing something fun and interactive with the crowd. Like I said in the video, I wish I’d done the giveaway portion a little differently, but there’s always next time. Either way, I got to meet so many of you and give someone a cool tank - a win in my books!

A huge thanks to Fritz Aquatics for making this build possible and for supporting projects like this. 
https://fritzaquatics.com/

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquascape #aquarium #serpadesign"	13m 27s	807	2024-05-25T12:00:25Z		en	93,158	6,389			169	Playlist: Uploads from SerpaDesign (added 2024-05-25)		true	true	2d	hd	false	rectangular	youtube	public								5	aquarium, fish tank, aquascape, planted tank, professional	0	
13		9aQBGpWbxBA	Hydro-Sump Bog Planter for My Massive Jungle Aquarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I knew I wanted to include terrestrial plants in some way when I designed this aquarium, but I wasn't sure how. There was no way I could have them out of the top of the display itself. I had to get creative. That's when I came up with the idea to create what I'm calling a Hydro-Sump. A solution that uses hydroponic or riparian plant growth to filter the aquarium. That way, the system will remain easily maintained because of the benefits provided by these plants.

🌿 Plants provided by BucePlant (https://buceplant.com/)
Use code ""SERPA"" for 10% off ALL plants and hardscape till 6/8/24 at midnight PST; non-affiliate link.
💧 Aquarium provided by Custom Aquariums (https://www.customaquariums.com/)
💡 Light provided by ReefBrite (https://www.reefbrite.com/)

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquarium #fishtank #serpadesign"	10m 2s	602	2024-05-18T11:54:46Z		en	148,415	10,041			194	Playlist: Uploads from SerpaDesign (added 2024-05-18)		true	true	2d	hd	false	rectangular	youtube	public								11	aquarium, aquascape, fish tank, paludarium, ecosystem, jungle, freshwater, nature art, nature design, planted tank, low tech	0	
14		hPicG4pgGmI	It Took 2 Years to Build This Massive Jungle Aquarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"When I broke the 350 gallon paludarium back in 2022, I didn't expect it to take this long to replace. I had a very specific aesthetic that took awhile to craft and time got the best of me. I also wanted to let it season for a good while before showing it here. There's more to come and this tank is not what it appears to be. 

A huge thanks to everyone who provided products that helped make this build possible (none of these were provided with a paid promotion or endorsement).

🌿 Plants provided by BucePlant (https://buceplant.com/)
Use code ""SERPA"" for 10% off ALL plants and hardscape till 6/8/24 at midnight PST; non-affiliate link.
💧 Aquarium provided by Custom Aquariums (https://www.customaquariums.com/)
💡 Light provided by ReefBrite (https://www.reefbrite.com/)
🪨 Universal Rocks - https://www.universalrocks.com

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquarium #fishtank #serpadesign"	10m 45s	645	2024-05-11T12:00:02Z		en	216,182	13,450			322	Playlist: Uploads from SerpaDesign (added 2024-05-11)		true	true	2d	hd	false	rectangular	youtube	public								11	aquarium, aquascape, fish tank, paludarium, ecosystem, jungle, freshwater, nature art, nature design, planted tank, low tech	0	
15		CSN1X0chyqw	These Tiny Frogs Shouldn’t Exist (200 Days of Life)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"The last time I raised a tadpole into a frog was over 17 years ago! I've been wanting to do it again for years and finally gave it another try when an opportunity arose. I did not expect this journey to be as emotional as it was, but I stand by what I said in the video. Trial and hardship tend to make good things better - introducing Mango and Kiwi (and Mark)! 

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#frog #treefrog #serpadesign"	10m 4s	604	2024-05-04T12:00:00Z		en	443,291	18,016			438	Playlist: Uploads from SerpaDesign (added 2024-05-04)		true	true	2d	hd	false	rectangular	youtube	public								12	terrarium, ecosystem, paludarium, vivarium, moss, nature art, millipede, diy, do it yourself, easy, serpadesign, serpadesigns	0	
16		n5JmCQhEhY0	Easy Nano Eco Cube - Cheap DIY Paludarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I enjoy creating and sharing nature designs, but there’s often a perception that they’re always expensive. Although that’s the case in some instances, it’s not the norm for me. DIYing, working with what I have, and buying things on sale help me do things cost-effectively. In this one, I wanted to share how it’s possible to make a paludarium of all things with minimal materials, simple techniques, and stuff from my yard. Enjoy!

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#terrarium #paludarium #serpadesign"	9m 12s	552	2024-04-27T12:00:47Z		en	191,303	12,151			372	Playlist: Uploads from SerpaDesign (added 2024-04-27)		true	true	2d	hd	false	rectangular	youtube	public								12	terrarium, ecosystem, paludarium, vivarium, moss, nature art, millipede, diy, do it yourself, easy, serpadesign, serpadesigns	0	
17		svFg7h3eIJM	Firewood Made an Incredible Aquascape? Yes.	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I thoroughly enjoy creating nature designs. There's an aspect to that I find exceptionally fun - using unexpected materials in a unique way, in this case, firewood. It’s something I’ve been considering for a few weeks now, and had to make it happen. I knew I’d like this design, but I DID NOT expect to enjoy it this much. These logs truly made for a unique and incredible scape. Don’t you think? 

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquascape #paludarium #serpadesign"	8m 44s	524	2024-04-20T12:00:07Z		en	179,530	12,267			669	Playlist: Uploads from SerpaDesign (added 2024-04-20)		true	true	2d	hd	false	rectangular	youtube	public								9	aquarium, fish tank, aquascape, paludarium, aqua terrarium, ecosystem, nature design, firewood, hardscpae	0	
18		tLyAkciDi90	Easy IKEA Jungle Box (DIY Greenhouse)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I've made plenty of IKEA projects before, and we thought it was time for another. Well, actually, it was my wife's idea. A few months back, I had to get glass for an aquarium when she said, ""Can you make a display case vivarium like the one from before? I want something cool for the living room.""

I’ve been sitting on this Milsbo Case ever since and haven’t had the time to make it until now. It turned out really well and is probably one of my favorites yet because of how simple it was to produce. I can’t wait to see how this jungle establishes and takes on a life of its own.

Can’t get enough? Here are some more IKEA projects:
DIY Glass Shelf Aquariums - https://youtu.be/ir4kHioCSM0
DIY Paludarium Display Case - https://youtu.be/XfF2QNpEFPE
Waterfalls Lamp Shade - https://youtu.be/5Mmnm22SYH8

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#jungle #terrarium #serpadesign"	8m 13s	493	2024-04-13T12:00:07Z		en	769,501	26,246			589	Playlist: Uploads from SerpaDesign (added 2024-04-13)		true	true	2d	hd	false	rectangular	youtube	public								11	jungle, greenhouse, custom, diy, do it yourself, IKEA, IKEA greenhouse, terrarium, vivarium, houseplants, nature art	0	
19		PGgJNhjbXNg	Recreating a Tiny Turtle's Natural Swamp Ecosystem	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I can't believe I’ve had Walnut, the Loggerhead Musk Turtle, for nine months. Time flies! He’s been a great addition to the animal room and an awesome turtle in general. Since then, he’s been living in a 40 gallon tank, but that was never the long-term plan. I’ve wanted to move him into a 75 gallon pretty much since the beginning, but it wasn’t available. It recently cleared up, though, so the time is now.

This time, I wanted to closely mimic a loggerhead’s natural environment, and more specifically, something revolving around cypress knees. Combining those with various other elements produced some amazing results, and Walnut truly seems to enjoy it. It’s always awesome to see the animals immediately display behaviors you design around. I can’t wait to see and document how this ecosystem comes to life! 

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#turtle #ecosystem #serpadesign"	10m 22s	622	2024-04-06T12:00:12Z		en	373,789	17,695			304	Playlist: Uploads from SerpaDesign (added 2024-04-06)		true	true	2d	hd	false	rectangular	youtube	public								11	paludarium, aqua terrarium, biome, ecosystem, habitat, turtles, tiny turtles, musk turtle, loggerhead, natural, swamp	0	
20		_079wgd6Nrc	My Vampire Crabs Ultimate 5 Waterfalls Paludarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I've been getting requests to do a Vampire Crab build for years! It's something I've wanted to do, but I held off until the time was right. I've been trying to get them since last year, but they haven't been available until early last month. I've been building the colony since and am happy to have finally finished their new home.

I'm so glad to have finally done this and I'm excited to share more in the future. Enjoy! 

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#vampirecrabs #paludarium #serpadesign"	14m 36s	876	2024-03-30T11:59:20Z		en	394,620	19,993			528	Playlist: Uploads from SerpaDesign (added 2024-03-30)		true	true	2d	hd	false	rectangular	youtube	public								10	vampire crab, paludarium, aqua terrarium, waterfalls, vivarium, terrarium, naturalistic, nature design, diy, do it yourself	0	
21		h0_4QWNkUGI	Easy to Make Two Running Waterfalls Terrarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I've made several waterfall terrariums over the years, but none have been “easy to make.” I set out to make a more accessible version of this style of build using fewer materials and simple techniques. I still wouldn't consider this to be a beginner build, but I think it could be easily replicated with a little practice and finesse. I'm really pleased with how it turned out, though, and I hope you all enjoy the video/project. 

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#terrarium #moss #serpadesign"	10m 36s	636	2024-03-16T12:00:02Z		en	173,473	9,307			230	Playlist: Uploads from SerpaDesign (added 2024-03-16)		true	true	2d	hd	false	rectangular	youtube	public								5	terrarium, bottle garden, waterfall, waterfalls, easy	0	
22		g06u_-eN-D0	Rubber Ducky Isopods Kept Multiplying, so I Made This	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Five months ago I made a dripping cave vivarium for my Rubber Ducky Isopods in an effort to move them out of bins. I thoroughly enjoyed that setup, but I regretted not going larger. I recently mentioned that I wanted to redo it and many of you wanted to see it as well. Here it is, enjoy!

Nature Box and Casuarina Cones provided with a paid promotion by Fritz Aquatics
https://fritzaquatics.com/

Original Cave Vivarium Build
https://youtu.be/8WieHKlVHn0

Making Isopod Bins
https://youtu.be/DGllR4saJbE

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#isopod  #ecosystem #serpadesign"	9m 27s	567	2024-03-09T13:00:03Z		en	401,339	16,344			322	Playlist: Uploads from SerpaDesign (added 2024-03-09)		true	true	2d	hd	false	rectangular	youtube	public								10	vivarium, terrarium, ecosystem, bioactive, bioative vivarium, bioactive terrarium, isopod, rubber ducky isopod, cubaris rubber ducky, aqua cave	0	
23		1UFShghyA2w	Forest Terrarium After 5 Years of Life in a Jar	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"The ""Silent Terrarium"" is one that I haven't talked about on the channel much. That's in part because it was originally done in an ASMR format. I never explained what or why I did what I did, but do today and I share how it survived over the past 5 years (1,830 days). Enjoy! 

Original Terrarium Build Video
https://youtu.be/KeYQzvB6mrA 

Learn More in my Blog 
https://www.serpadesign.com/blog 

Follow SerpaDesign 
Instagram - https://www.instagram.com/serpadesign/ 
TikTok - https://www.tiktok.com/@serpadesign 
Second Channel - https://www.youtube.com/tannerserpa 

#terrarium #ecosystem #serpadesign"	9m 38s	578	2024-03-02T13:00:05Z		en	147,763	7,862			160	Playlist: Uploads from SerpaDesign (added 2024-03-02)		true	true	2d	hd	false	rectangular	youtube	public								9	terrarium, native terrarium, eternal terrarium, closed terrarium, sealed terrarium, bottle garden, nature art, update, ecosystem	0	
